-119, 126, 1 
-94, 93, 1 
-116, 106, 1 
207, -194, 2 
185, 222, 0 
-127, 113, 1 
170, 225, 0 
-106, 111, 1 
209, -142, 2 
217, -133, 2 
188, 219, 0 
209, -177, 2 
-119, 108, 1 
207, -123, 2 
188, 224, 0 
209, -144, 2 
-114, 97, 1 
-116, 97, 1 
-77, 104, 1 
-100, 106, 1 
-111, 116, 1 
-76, 111, 1 
-98, 89, 1 
-96, 120, 1 
219, -164, 2 
-83, 113, 1 
190, 220, 0 
-106, 110, 1 
186, 212, 0 
205, -109, 2 
175, 215, 0 
167, 206, 0 
167, 212, 0 
213, -125, 2 
210, -173, 2 
216, -144, 2 
187, 230, 0 
182, 235, 0 
175, 224, 0 
-85, 95, 1 
-126, 109, 1 
176, 222, 0 
208, -163, 2 
214, -139, 2 
-112, 133, 1 
173, 220, 0 
215, -131, 2 
195, 208, 0 
173, 221, 0 
-69, 110, 1 
196, -167, 2 
189, 230, 0 
-89, 109, 1 
-136, 97, 1 
-98, 104, 1 
206, -138, 2 
212, -151, 2 
186, 217, 0 
179, 219, 0 
-102, 119, 1 
-79, 108, 1 
186, 211, 0 
-81, 107, 1 
213, -133, 2 
211, -138, 2 
-74, 106, 1 
-104, 116, 1 
181, 221, 0 
-102, 119, 1 
184, 220, 0 
-106, 102, 1 
-94, 117, 1 
174, 215, 0 
193, -142, 2 
218, -150, 2 
-107, 118, 1 
178, 211, 0 
-101, 126, 1 
-84, 109, 1 
209, -168, 2 
173, 207, 0 
-85, 107, 1 
211, -143, 2 
175, 235, 0 
215, -145, 2 
209, -120, 2 
209, -160, 2 
174, 225, 0 
210, -142, 2 
201, -193, 2 
-91, 99, 1 
199, 224, 0 
211, -150, 2 
-89, 110, 1 
175, 223, 0 
-101, 103, 1 
213, -153, 2 
165, 211, 0 
207, -142, 2 
212, -135, 2 
208, -161, 2 
-105, 102, 1 
-89, 116, 1 
-86, 112, 1 
204, -160, 2 
186, 217, 0 
201, 209, 0 
207, -152, 2 
-80, 137, 1 
-107, 118, 1 
212, -185, 2 
-101, -152, 2 
-118, 102, 1 
-89, 102, 1 
-80, 120, 1 
-95, 107, 1 
204, -134, 2 
-120, 106, 1 
214, -157, 2 
181, 214, 0 
218, -160, 2 
215, -166, 2 
182, 215, 0 
-92, 115, 1 
214, -165, 2 
181, 217, 0 
206, -156, 2 
-106, 107, 1 
-81, 103, 1 
217, -148, 2 
179, 217, 0 
179, 201, 0 
165, 217, 0 
-90, 109, 1 
190, 215, 0 
-114, 111, 1 
187, 232, 0 
162, 235, 0 
-90, 110, 1 
212, -136, 2 
187, 214, 0 
184, 229, 0 
-94, 113, 1 
213, -155, 2 
205, -203, 2 
181, 219, 0 
-98, 97, 1 
-100, 110, 1 
211, -131, 2 
171, 209, 0 
-48, 120, 1 
-95, 120, 1 
189, 238, 0 
163, 198, 0 
197, 221, 0 
-90, 120, 1 
-106, 100, 1 
177, 212, 0 
176, 213, 0 
-115, 101, 1 
205, -138, 2 
209, -126, 2 
172, 234, 0 
-109, 120, 1 
-107, 108, 1 
207, -146, 2 
206, -196, 2 
214, -147, 2 
212, -123, 2 
218, -158, 2 
-109, 107, 1 
186, 208, 0 
-98, 108, 1 
193, 206, 0 
-108, 106, 1 
-108, 113, 1 
-102, 90, 1 
199, 214, 0 
214, -164, 2 
208, -151, 2 
207, 272, 0 
184, 220, 0 
205, -121, 2 
-92, 99, 1 
-21, -103, 2 
206, -134, 2 
184, 230, 0 
192, 220, 0 
210, -182, 2 
217, -141, 2 
211, -128, 2 
-121, 113, 1 
167, 223, 0 
-110, 108, 1 
221, -151, 2 
-116, 87, 1 
-109, 113, 1 
197, 227, 0 
-107, 89, 1 
177, 228, 0 
182, 228, 0 
205, -178, 2 
-139, 119, 1 
204, -157, 2 
188, 217, 0 
204, 212, 0 
-96, 103, 1 
211, -169, 2 
-86, 92, 1 
175, 218, 0 
215, -129, 2 
188, 228, 0 
-89, 109, 1 
209, -121, 2 
212, -129, 2 
217, -156, 2 
-109, 132, 1 
100, 236, 0 
176, 207, 0 
176, 204, 0 
210, -142, 2 
209, -135, 2 
180, 204, 0 
-96, 109, 1 
182, 202, 0 
210, -149, 2 
-111, 102, 1 
167, 225, 0 
205, -143, 2 
-103, 98, 1 
-83, 111, 1 
177, 225, 0 
191, 240, 0 
198, -162, 2 
185, 220, 0 
177, 226, 0 
-102, 104, 1 
211, -116, 2 
211, -138, 2 
213, -136, 2 
-118, 112, 1 
189, 219, 0 
-105, 108, 1 
215, -154, 2 
-99, 113, 1 
200, -161, 2 
-98, 106, 1 
191, 220, 0 
217, -162, 2 
190, 203, 0 
219, -185, 2 
-90, 124, 1 
-112, 114, 1 
178, 217, 0 
191, 226, 0 
212, -175, 2 
213, -134, 2 
183, 224, 0 
-124, 115, 1 
209, -120, 2 
165, 235, 0 
-110, 104, 1 
-106, 106, 1 
-106, 80, 1 
190, 221, 0 
167, 230, 0 
205, -136, 2 
210, -157, 2 
182, 211, 0 
208, -168, 2 
217, -120, 2 
191, 218, 0 
219, -150, 2 
-91, 117, 1 
194, 223, 0 
-89, 123, 1 
-93, 97, 1 
-119, 124, 1 
188, 200, 0 
203, -159, 2 
192, 215, 0 
213, -173, 2 
-88, 104, 1 
-105, 121, 1 
-99, 106, 1 
208, -157, 2 
197, 241, 0 
211, -156, 2 
164, 219, 0 
203, -165, 2 
-89, 96, 1 
-72, 115, 1 
213, -149, 2 
-143, 109, 1 
207, -149, 2 
-113, 105, 1 
191, 230, 0 
212, -113, 2 
-89, 112, 1 
204, -173, 2 
207, -161, 2 
210, -156, 2 
174, 210, 0 
205, -177, 2 
211, 235, 0 
-85, 123, 1 
211, -148, 2 
-79, 117, 1 
-98, 121, 1 
176, 225, 0 
215, -121, 2 
204, -144, 2 
-32, -163, 2 
-99, 111, 1 
-93, 102, 1 
-94, 111, 1 
202, -161, 2 
-124, 101, 1 
172, 209, 0 
-94, 100, 1 
164, 211, 0 
171, 218, 0 
-107, 93, 1 
-129, 111, 1 
182, 208, 0 
-103, 103, 1 
208, -169, 2 
184, 232, 0 
207, -155, 2 
-112, 112, 1 
-6, -197, 2 
-76, 105, 1 
171, 200, 0 
165, 222, 0 
211, -143, 2 
-129, 115, 1 
-77, 106, 1 
178, 211, 0 
-90, 112, 1 
183, 216, 0 
-94, 107, 1 
-99, 112, 1 
-104, 130, 1 
-32, 115, 1 
213, -139, 2 
204, 223, 0 
210, -179, 2 
-95, 106, 1 
211, -130, 2 
-90, 116, 1 
189, 217, 0 
213, -118, 2 
183, 222, 0 
212, -136, 2 
171, 226, 0 
-111, 103, 1 
189, 226, 0 
-75, 123, 1 
-103, 114, 1 
-113, 105, 1 
-103, 109, 1 
209, -117, 2 
208, -128, 2 
203, -143, 2 
197, 215, 0 
204, -183, 2 
198, 219, 0 
163, 216, 0 
214, -149, 2 
-85, 129, 1 
-79, 116, 1 
188, 218, 0 
-86, 127, 1 
-102, 109, 1 
213, -169, 2 
178, 195, 0 
164, 227, 0 
214, -147, 2 
167, 231, 0 
210, -124, 2 
211, -125, 2 
187, 227, 0 
-121, 114, 1 
-91, 105, 1 
208, -142, 2 
-113, 104, 1 
189, 212, 0 
-98, 119, 1 
-77, 107, 1 
-99, 138, 1 
-119, 129, 1 
-95, 115, 1 
179, 220, 0 
210, -147, 2 
212, -67, 2 
180, 213, 0 
213, -160, 2 
-125, 130, 1 
-113, 101, 1 
209, -107, 2 
179, 218, 0 
206, -120, 2 
-97, 139, 1 
-100, 121, 1 
209, -158, 2 
218, -125, 2 
175, 212, 0 
187, 219, 0 
-127, 93, 1 
218, -147, 2 
220, -127, 2 
-118, 105, 1 
-79, 115, 1 
175, 221, 0 
168, 206, 0 
207, -135, 2 
-103, 110, 1 
-105, 116, 1 
208, -141, 2 
168, 200, 0 
202, -138, 2 
180, 234, 0 
188, 202, 0 
-107, 103, 1 
187, 226, 0 
184, 224, 0 
201, -159, 2 
208, -120, 2 
203, -142, 2 
-106, 127, 1 
210, -160, 2 
-105, 82, 1 
163, 228, 0 
-92, 104, 1 
-96, 105, 1 
-97, 105, 1 
212, -146, 2 
211, -129, 2 
215, -157, 2 
208, 233, 0 
200, -126, 2 
-92, 121, 1 
201, -126, 2 
170, 202, 0 
209, -170, 2 
-92, 117, 1 
214, -164, 2 
183, 221, 0 
207, -145, 2 
-119, 115, 1 
210, -109, 2 
182, 224, 0 
190, 205, 0 
210, -145, 2 
208, -110, 2 
176, 218, 0 
-90, 103, 1 
188, 206, 0 
221, -157, 2 
178, 220, 0 
182, 212, 0 
200, 229, 0 
209, -146, 2 
-102, 111, 1 
213, -141, 2 
183, 218, 0 
-88, 115, 1 
181, 224, 0 
193, 223, 0 
182, 213, 0 
213, -168, 2 
-120, 100, 1 
-119, 91, 1 
197, 207, 0 
203, 203, 0 
-88, 141, 1 
170, 221, 0 
193, 220, 0 
190, 220, 0 
-96, 118, 1 
-110, 99, 1 
-104, 109, 1 
179, 223, 0 
209, -144, 2 
-100, 122, 1 
179, 221, 0 
-90, 107, 1 
-86, 98, 1 
168, 221, 0 
-144, 104, 1 
205, -164, 2 
-98, 95, 1 
-88, 102, 1 
54, -161, 2 
170, 208, 0 
185, 240, 0 
-97, 103, 1 
193, -164, 2 
-127, 95, 1 
-109, 102, 1 
-112, 106, 1 
209, -164, 2 
211, -133, 2 
201, -165, 2 
-110, 132, 1 
-91, 122, 1 
213, -130, 2 
172, 239, 0 
182, 223, 0 
-89, 126, 1 
-74, 97, 1 
181, 222, 0 
-113, 108, 1 
-94, 128, 1 
178, 232, 0 
180, 220, 0 
210, -134, 2 
211, -126, 2 
204, -178, 2 
165, 247, 0 
204, -148, 2 
211, -135, 2 
167, 230, 0 
193, 227, 0 
186, 224, 0 
-119, 107, 1 
173, 206, 0 
206, -151, 2 
211, -130, 2 
-118, 123, 1 
-113, 99, 1 
-106, 115, 1 
-111, 101, 1 
179, 206, 0 
217, -140, 2 
-104, 96, 1 
205, -143, 2 
145, 225, 0 
-113, 109, 1 
-73, 97, 1 
212, -179, 2 
206, -138, 2 
215, -151, 2 
169, 218, 0 
-84, 97, 1 
215, -130, 2 
-82, 122, 1 
177, 223, 0 
183, 235, 0 
-113, -62, 1 
-118, 107, 1 
189, 212, 0 
-71, 100, 1 
-102, 106, 1 
-92, 123, 1 
186, 223, 0 
-108, 102, 1 
172, 208, 0 
-77, 114, 1 
163, 223, 0 
-114, 104, 1 
181, 202, 0 
210, -135, 2 
-118, 102, 1 
-112, 101, 1 
-111, 124, 1 
214, -174, 2 
216, -135, 2 
197, 217, 0 
202, -103, 2 
201, 220, 0 
-116, 118, 1 
-89, 118, 1 
213, -133, 2 
180, 225, 0 
174, 225, 0 
184, 228, 0 
173, 229, 0 
211, -122, 2 
213, -139, 2 
194, 215, 0 
187, 237, 0 
-101, 121, 1 
-106, 107, 1 
-98, 117, 1 
178, 219, 0 
203, -145, 2 
220, -171, 2 
214, -158, 2 
-85, -168, 2 
-89, 113, 1 
-115, 99, 1 
-104, 116, 1 
184, 234, 0 
214, -139, 2 
211, 170, 2 
-90, 114, 1 
201, -156, 2 
-86, 101, 1 
-101, 104, 1 
-106, 99, 1 
213, -111, 2 
-93, 130, 1 
207, -188, 2 
208, -131, 2 
210, -138, 2 
-93, 109, 1 
185, 228, 0 
216, -144, 2 
166, 223, 0 
208, -150, 2 
184, 207, 0 
174, 220, 0 
212, -130, 2 
179, 205, 0 
214, -172, 2 
165, 221, 0 
209, -144, 2 
172, 228, 0 
211, -134, 2 
208, -148, 2 
202, -165, 2 
-97, 110, 1 
167, 231, 0 
215, -157, 2 
170, 229, 0 
209, -137, 2 
188, 216, 0 
201, -131, 2 
189, 221, 0 
166, 195, 0 
-124, 112, 1 
-97, 139, 1 
183, 232, 0 
-73, 130, 1 
-108, 113, 1 
205, -134, 2 
-98, 108, 1 
-106, 105, 1 
-99, 127, 1 
-112, 108, 1 
-99, 118, 1 
-104, 110, 1 
181, 219, 0 
182, 217, 0 
181, 228, 0 
-89, 105, 1 
-104, 103, 1 
-95, 109, 1 
203, -174, 2 
-89, 110, 1 
208, -115, 2 
208, -183, 2 
-83, 95, 1 
184, 222, 0 
213, -141, 2 
173, 225, 0 
190, 210, 0 
203, -136, 2 
184, 207, 0 
-103, 101, 1 
167, 215, 0 
173, 205, 0 
176, 242, 0 
212, -178, 2 
214, -136, 2 
187, 232, 0 
173, 220, 0 
209, -135, 2 
-114, 122, 1 
212, -149, 2 
180, 215, 0 
-96, 100, 1 
173, 206, 0 
217, -137, 2 
178, 234, 0 
-80, 100, 1 
211, -143, 2 
195, 207, 0 
208, -153, 2 
183, 199, 0 
207, -185, 2 
157, 108, 1 
178, 95, 0 
202, -111, 2 
160, 231, 0 
188, 225, 0 
163, 228, 0 
-104, 106, 1 
-123, 128, 1 
-106, 118, 1 
189, 210, 0 
-78, 119, 1 
205, -119, 2 
213, -128, 2 
48, 224, 0 
215, -137, 2 
207, -174, 2 
-113, 101, 1 
167, 197, 0 
205, -122, 2 
178, 227, 0 
-95, 118, 1 
165, 224, 0 
173, 237, 0 
-115, 122, 1 
169, 230, 0 
184, 223, 0 
170, 218, 0 
211, -140, 2 
-101, 102, 1 
-91, 105, 1 
-77, 104, 1 
212, -149, 2 
197, 202, 0 
-92, 129, 1 
179, 213, 0 
-106, 104, 1 
188, 201, 0 
207, -173, 2 
211, -166, 2 
174, 228, 0 
-14, -151, 2 
213, -165, 2 
-85, 90, 1 
-94, 96, 1 
217, -136, 2 
186, 221, 0 
193, 237, 0 
209, -135, 2 
-80, 103, 1 
176, 227, 0 
175, 237, 0 
168, 213, 0 
210, -166, 2 
-99, 125, 1 
178, 225, 0 
-117, 142, 1 
161, 229, 0 
212, -131, 2 
-106, 109, 1 
-267, 213, 0 
184, 206, 0 
204, -143, 2 
210, -176, 2 
205, -168, 2 
211, -142, 2 
-82, 108, 1 
164, 218, 0 
177, 215, 0 
171, 227, 0 
176, 227, 0 
207, -142, 2 
-117, 86, 1 
167, 215, 0 
-86, 111, 1 
172, 230, 0 
210, -141, 2 
216, -103, 2 
210, -118, 2 
-71, 110, 1 
-98, 105, 1 
180, 226, 0 
167, 219, 0 
-74, 91, 1 
-86, 93, 1 
171, 205, 0 
193, 248, 0 
-93, 118, 1 
217, -149, 2 
-110, 100, 1 
209, -134, 2 
-98, 262, 1 
211, -186, 2 
-126, 128, 1 
212, -136, 2 
-99, 117, 1 
-98, 118, 1 
213, -192, 2 
-116, 128, 1 
212, -158, 2 
-132, 106, 1 
173, 231, 0 
-89, 115, 1 
206, -163, 2 
204, 221, 0 
-148, 91, 1 
221, -166, 2 
172, 232, 0 
198, 226, 0 
211, -127, 2 
290, 115, 1 
207, -149, 2 
174, 226, 0 
201, -163, 2 
217, -171, 2 
205, -136, 2 
204, -176, 2 
-93, 124, 1 
212, -130, 2 
-129, 115, 1 
217, -134, 2 
-86, 105, 1 
-76, 94, 1 
213, -133, 2 
-93, 115, 1 
174, 203, 0 
172, 226, 0 
-110, 136, 1 
166, 201, 0 
-89, 101, 1 
-93, 102, 1 
167, 223, 0 
-79, 122, 1 
180, 208, 0 
-136, 118, 1 
-113, 123, 1 
170, 218, 0 
-113, 102, 1 
-87, 100, 1 
-63, 103, 1 
-31, -152, 2 
-144, 114, 1 
191, 229, 0 
191, -125, 2 
202, -146, 2 
-126, 93, 1 
211, -183, 2 
214, -167, 2 
175, 230, 0 
211, -154, 2 
-94, 116, 1 
-104, 109, 1 
196, 225, 0 
173, 219, 0 
205, -143, 2 
209, -170, 2 
-86, 103, 1 
-98, 119, 1 
182, 220, 0 
171, 233, 0 
-93, 90, 1 
-101, 115, 1 
181, 218, 0 
218, -173, 2 
207, -134, 2 
197, 217, 0 
270, 123, 1 
-125, 113, 1 
218, -138, 2 
210, -118, 2 
211, -164, 2 
208, -140, 2 
-59, 114, 1 
-74, 96, 1 
-66, 108, 1 
-91, 115, 1 
187, 223, 0 
178, 225, 0 
173, 217, 0 
163, 221, 0 
-112, 109, 1 
-102, 107, 1 
182, 222, 0 
-112, 114, 1 
215, -121, 2 
-93, 101, 1 
207, -145, 2 
-103, 124, 1 
202, 240, 0 
215, -159, 2 
188, 225, 0 
164, 201, 0 
182, 216, 0 
171, 219, 0 
192, 229, 0 
180, 208, 0 
207, -181, 2 
175, 234, 0 
201, -157, 2 
216, -134, 2 
212, -149, 2 
179, 223, 0 
186, 230, 0 
206, -123, 2 
175, 217, 0 
209, -143, 2 
-107, 112, 1 
181, 216, 0 
211, -151, 2 
177, 224, 0 
-77, 115, 1 
175, 219, 0 
183, 202, 0 
175, 237, 0 
210, -168, 2 
-108, 140, 1 
186, 237, 0 
212, -148, 2 
184, 210, 0 
174, 219, 0 
178, 226, 0 
211, -149, 2 
-91, 107, 1 
-71, 100, 1 
-118, 117, 1 
-111, 111, 1 
-79, 103, 1 
182, 229, 0 
169, 224, 0 
174, 193, 0 
-120, 95, 1 
-116, 119, 1 
191, 222, 0 
177, 221, 0 
161, 219, 0 
-106, 289, 1 
-107, 89, 1 
-119, 97, 1 
204, -130, 2 
174, 235, 0 
169, 222, 0 
-95, 107, 1 
-117, 114, 1 
219, -140, 2 
-115, 123, 1 
190, 234, 0 
219, -156, 2 
194, 235, 0 
-99, 110, 1 
-90, 91, 1 
212, -202, 2 
177, 229, 0 
-115, 112, 1 
-116, 118, 1 
211, -161, 2 
204, -171, 2 
208, -142, 2 
211, -148, 2 
-120, 106, 1 
211, -127, 2 
212, -122, 2 
190, 211, 0 
209, -152, 2 
188, 223, 0 
170, 225, 0 
187, 232, 0 
187, 215, 0 
166, 246, 0 
181, 221, 0 
188, 244, 0 
185, 225, 0 
207, -159, 2 
208, -152, 2 
-86, 102, 1 
-114, 116, 1 
187, 224, 0 
179, 208, 0 
-98, 115, 1 
-93, 107, 1 
215, -175, 2 
-92, 124, 1 
-112, 107, 1 
197, 249, 0 
214, -150, 2 
216, -150, 2 
160, 223, 0 
208, -138, 2 
-89, 110, 1 
214, -114, 2 
-88, 117, 1 
-99, 97, 1 
179, 244, 0 
-119, 103, 1 
150, 221, 0 
-40, 217, 0 
-101, 107, 1 
183, 230, 0 
208, -163, 2 
213, -154, 2 
211, -132, 2 
187, 196, 0 
201, 215, 0 
-94, 105, 1 
-93, 100, 1 
172, 222, 0 
-104, 109, 1 
-104, 106, 1 
213, -170, 2 
213, -172, 2 
202, -132, 2 
176, 220, 0 
162, 206, 0 
205, -160, 2 
208, -146, 2 
185, 215, 0 
-96, 124, 1 
219, -145, 2 
-98, 100, 1 
-95, 116, 1 
-83, 99, 1 
162, 227, 0 
220, -194, 2 
185, 224, 0 
-99, 106, 1 
-97, 130, 1 
209, -137, 2 
216, -151, 2 
162, 201, 0 
184, 206, 0 
186, 244, 0 
-111, 96, 1 
205, -122, 2 
215, -122, 2 
-104, 98, 1 
214, -134, 2 
187, 233, 0 
-95, 126, 1 
-85, 104, 1 
-98, 104, 1 
-84, 101, 1 
-89, 104, 1 
-88, 105, 1 
208, -134, 2 
176, 214, 0 
-252, 217, 0 
-103, 110, 1 
187, 226, 0 
-126, 113, 1 
-106, 111, 1 
198, 217, 0 
196, 198, 0 
196, 212, 0 
205, -130, 2 
199, -142, 2 
216, -178, 2 
-102, 118, 1 
-104, 124, 1 
-114, 109, 1 
182, 232, 0 
173, 199, 0 
-80, 101, 1 
218, -160, 2 
211, -137, 2 
-106, 122, 1 
212, -178, 2 
174, 241, 0 
-88, 111, 1 
182, 212, 0 
-72, 109, 1 
178, 230, 0 
218, -158, 2 
202, -134, 2 
206, -165, 2 
208, -158, 2 
190, 221, 0 
-111, 97, 1 
187, 206, 0 
212, -147, 2 
188, 216, 0 
213, -125, 2 
-118, 92, 1 
-118, 114, 1 
-113, 118, 1 
-110, 107, 1 
213, -125, 2 
209, -124, 2 
-97, 111, 1 
177, 223, 0 
215, -161, 2 
192, 219, 0 
-111, 103, 1 
200, -167, 2 
-98, 108, 1 
205, -159, 2 
-120, 112, 1 
-119, 120, 1 
167, 226, 0 
-100, 108, 1 
217, -135, 2 
182, 205, 0 
-88, 107, 1 
-106, 129, 1 
-77, 123, 1 
174, 226, 0 
181, -140, 0 
206, -170, 2 
204, -156, 2 
193, 211, 0 
-114, 118, 1 
202, -127, 2 
-85, 108, 1 
195, 220, 0 
208, -143, 2 
209, -175, 2 
-114, 112, 1 
203, -114, 2 
-70, 107, 1 
215, -121, 2 
-106, 93, 1 
-69, 97, 1 
-122, 116, 1 
-104, 101, 1 
204, -136, 2 
-99, 109, 1 
-115, 110, 1 
205, -149, 2 
187, 234, 0 
207, -140, 2 
-87, 95, 1 
221, -166, 2 
214, -161, 2 
184, 228, 0 
170, 224, 0 
178, 208, 0 
198, -150, 2 
189, 214, 0 
207, -153, 2 
-122, 122, 1 
-123, 125, 1 
202, -184, 2 
175, 233, 0 
182, 203, 0 
182, 231, 0 
-93, 86, 1 
180, 213, 0 
188, 212, 0 
206, -152, 2 
-86, 140, 1 
205, -143, 2 
213, -149, 2 
185, 229, 0 
175, 210, 0 
-110, 124, 1 
190, 228, 0 
187, 217, 0 
160, 207, 0 
174, 218, 0 
-80, 111, 1 
-99, 102, 1 
182, 182, 0 
-109, 114, 1 
207, -138, 2 
-109, 105, 1 
182, 203, 0 
175, 237, 0 
196, 213, 0 
216, -130, 2 
211, -122, 2 
215, -109, 2 
182, 247, 0 
293, -127, 2 
208, -156, 2 
194, 219, 0 
213, -159, 2 
204, -159, 2 
210, -171, 2 
184, 226, 0 
210, -122, 2 
-69, 114, 1 
181, 215, 0 
201, -153, 2 
201, -143, 2 
205, 214, 0 
-135, 108, 1 
-135, 103, 1 
203, -161, 2 
